Group Name,Occupation,Country,Expertise areas,Previous Involvement,Previous Training in Teaching,Previous Experience in Teaching
group_name,research,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)","helper, learner",A workshop,Primary instructor for a full course
,librarian,US,"Computer science/electrical engineering, Library and information science",,A few hours,A few hours
,librarian,US,"Education, Humanities, Library and information science","helper, learner",A certification or short course,Primary instructor for a full course
group_name,research,US,"Chemistry, Computer science/electrical engineering, Genetics, genomics, bioinformatics, High performance computing, Mathematics/statistics, Medicine","helper, instructor",None,Teaching assistant for a full course
group_name,faculty,US,"Genetics, genomics, bioinformatics, High performance computing, Organismal biology (ecology, botany, zoology, microbiology)","helper, learner",A certification or short course,Primary instructor for a full course
group_name,faculty,US,,,None,A few hours
,faculty,PK,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",learner,A full degree,Primary instructor for a full course
group_name,research,US,"Computer science/electrical engineering, High performance computing","helper, learner",A workshop,A few hours
group_name,grad,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",learner,A few hours,Teaching assistant for a full course
group_name,grad,US,"Genetics, genomics, bioinformatics",learner,Other,Teaching assistant for a full course
group_name,research,US,Computer science/electrical engineering,"helper, learner",A few hours,None
group_name,grad,US,"Genetics, genomics, bioinformatics",learner,None,Teaching assistant for a full course
group_name,faculty,US,"Education, Library and information science",,None,Other
group_name,grad,US,Economics/business,"helper, instructor, learner",None,None
group_name,grad,US,Psychology/neuroscience,,None,None
group_name,research,ET,"Genetics, genomics, bioinformatics","helper, learner",A full degree,Other
group_name,postdoc,US,"Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology), Psychology/neuroscience",contributor,A workshop,A workshop (full day or longer)
group_name,grad,US,,"helper, learner",None,A workshop (full day or longer)
group_name,librarian,US,"Chemistry, Education, Library and information science","helper, learner",A certification or short course,Primary instructor for a full course
group_name,grad,US,Computer science/electrical engineering,learner,None,Primary instructor for a full course
group_name,grad,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)","helper, learner",None,A few hours
group_name,support,US,"Library and information science, Organismal biology (ecology, botany, zoology, microbiology)","helper, learner",Other,Teaching assistant for a full course
group_name,support,ET,"Computer science/electrical engineering, Education",learner,A full degree,Primary instructor for a full course
group_name,research,US,"High performance computing, Physics, Space sciences",learner,A workshop,Primary instructor for a full course
group_name,,US,Computer science/electrical engineering,,A few hours,A workshop (full day or longer)
,librarian,US,Library and information science,"helper, host, learner, organizer",A few hours,A workshop (full day or longer)
group_name,faculty,US,Computer science/electrical engineering,"helper, organizer",None,None
group_name,faculty,US,,"helper, instructor",A workshop,Primary instructor for a full course
,librarian,US,"Humanities, Library and information science, Medicine","helper, instructor, host, learner, organizer",A workshop,Other
,grad,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",learner,None,A few hours
,support,SE,"Computer science/electrical engineering, Economics/business, High performance computing, Humanities, Library and information science, Social sciences",,A certification or short course,Other
,faculty,US,"Computer science/electrical engineering, Library and information science",learner,A full degree,Primary instructor for a full course
,librarian,US,Library and information science,learner,A full degree,Primary instructor for a full course
,librarian,US,Library and information science,learner,A full degree,Primary instructor for a full course
group_name,undisclosed,US,"Mathematics/statistics, Physics, Planetary sciences (geology, climatology, oceanography, etc.)","helper, instructor",A workshop,Teaching assistant for a full course
,postdoc,AU,Medicine,helper,None,A few hours
group_name,research,US,"Genetics, genomics, bioinformatics",,Other,Primary instructor for a full course
group_name,postdoc,US,"Chemistry, Organismal biology (ecology, botany, zoology, microbiology), Planetary sciences (geology, climatology, oceanography, etc.)",learner,None,Other
group_name,research,US,"Chemistry, Computer science/electrical engineering, High performance computing",,A workshop,None
group_name,faculty,US,"Education, Humanities, Library and information science, Social sciences","helper, instructor",A certification or short course,Primary instructor for a full course
,librarian,US,"Library and information science, Social sciences","host, learner",Other,Primary instructor for a full course
group_name,research,US,"Computer science/electrical engineering, Physics",learner,None,A workshop (full day or longer)
,support,US,"Library and information science, Social sciences","helper, learner, contributor",Other,Teaching assistant for a full course
,research,US,"Civil, mechanical, chemical, or nuclear engineering, High performance computing, Mathematics/statistics",learner,None,Primary instructor for a full course
,grad,AU,Computer science/electrical engineering,"helper, learner",A few hours,Teaching assistant for a full course
,,US,"Genetics, genomics, bioinformatics",,None,Primary instructor for a full course
group_name,grad,DK,"Education, Psychology/neuroscience, Social sciences",,A certification or short course,Other
,commerce,CA,"Mathematics/statistics, Physics",helper,None,Primary instructor for a full course
group_name,research,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, Mathematics/statistics",,A workshop,Primary instructor for a full course
group_name,grad,US,Mathematics/statistics,"helper, instructor, learner",None,Teaching assistant for a full course
group_name,librarian,US,"Chemistry, Library and information science, Organismal biology (ecology, botany, zoology, microbiology)","helper, instructor, host, learner, organizer",A full degree,Primary instructor for a full course
group_name,research,US,"Genetics, genomics, bioinformatics",learner,None,A workshop (full day or longer)
group_name,undisclosed,US,Computer science/electrical engineering,learner,A full degree,Primary instructor for a full course
group_name,,US,"Computer science/electrical engineering, Economics/business, Education, Library and information science, Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology), Planetary sciences (geology, climatology, oceanography, etc.)",learner,A certification or short course,Primary instructor for a full course
group_name,,US,"Organismal biology (ecology, botany, zoology, microbiology)",learner,A certification or short course,Teaching assistant for a full course
