Country,Position,Position-Other,Field,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,How-Many-Workshops,How-Long-Ago,Content,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Behaviors-Adopted,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Programming-Usage-Before-Workshop,Programming-Usage-Since-Workshop,Change-In-Confidence,How-Tools-Learned-Help,Column34,Column35,Column36,Column37,Column38,Contributed-To-Writing,Skills-Advance-Career,Motivated-Seek-Knowledge,Made-Analyses-Reproducible,Received-Professional-Recognition,Improved Coding Practices,Improved-Research-Productivity,Gained-Confidence-With-Data,Carpentry-Involvement,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Activities,Column53,Column54,Column55,Column56,Column57,Column58,Recommended,Likely-To-Recommend
USA,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,R,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Several times per year.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Not sure.,Agree,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Strongly agree,,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,10
USA,Postdoc,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,,R,,,Unix Shell,,Unit testing,Improving data management and project organization.,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Subscribed to the newsletter.,Attended at least one community call.,,Became a Carpentry instructor.,,Joined a mentoring group.,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,10
USA,Industry,,Agricultural or Environmental Sciences,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Subscribed to the newsletter.,Attended at least one community call.,,Became a Carpentry instructor.,Joined a committee.,Joined a mentoring group.,Participated in a Twitter chat.,Contributed to a Carpentry lesson.,,Participated in an in-person short course.,Participated in an online short course.,Participated in a Meetup.,Participated in a semester long course.,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,10
England,,Civil Servant,Agricultural or Environmental Sciences,,,,,,,,,Mathematics or Statistics,Physical Sciences,,,1,More than 1 year ago,,Git,,,,Python,R,,,Unix Shell,,,,,,,,,Using version control to manage code.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,Academic Research Staff,,,,,,Earth Sciences,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Subscribed to the newsletter.,Attended at least one community call.,Became a workshop helper.,Became a Carpentry instructor.,,,,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,10
USA,Graduate Student,,Agricultural or Environmental Sciences,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,Cloud Computing,Git,,,,,,,,,,,,,,Transforming step-by-step workflows into scripts or functions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Academic Research Staff,,,,,,Earth Sciences,,Humanities,,,,,Social Sciences,,1,More than 1 year ago,,Git,,,,,R,,SQL,,,,,,,,,,,,,I recommend R a LOT but I've forgotten most of what I learned in the workshop,Daily.,Daily.,I'm more confident now.,,,,,I am not using the tools I learned.,I already use SQL a lot (GIS and MySQL) so SQL Lite was fun to learn.  I've forgotten the other topics though,No.,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,,,,,,,Participated in a Twitter chat.,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,10
USA,Graduate Student,,,,,,,,,,,,Physical Sciences,,,1,More than 1 year ago,,,,,,Python,,,,,,,,,,,,,,,,,Daily.,Daily.,I'm more confident now.,,,,The tools I learned have not helped me with my work.,I am not using the tools I learned.,,No.,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,No.,6
USA,Other Academic Staff,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,,,,OpenRefine,,R,,SQL,,,command line shell,Improving data management and project organization.,,,,,,,,,,I had not been using tools like these.,I have not been using tools like these.,I'm equally confident now.,,,,,I am not using the tools I learned.,,No.,Disagree,Neutral,Neutral,Disagree,Agree,Neutral,Agree,,,,,,,,,none,Participated in an in-person short course.,,,,,,,I don't remember.,5
USA,,Unemployed,,,,,,,,,,,,,Data science,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,,,,,,,,,Weekly.,Daily.,I'm equally confident now.,,,,,,"I'm using the tools (and they are great), but I re-learned them years later. My current skills unfortunately are not a result of SC.",No.,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,,,,,,,,,,,Participated in an online short course.,Participated in a Meetup.,Participated in a semester long course.,,Used non-Carpentry self-guided material.,,I don't remember.,5
USA,Graduate Student,,,,,,,,,,,Mathematics or Statistics,,,,1,More than 1 year ago,,,,,,,,,,,I don't remember.,,,,,,,,,,,"I don't remember what the workshop I attended was or when, so it's hard to gauge what was a direct result of the workshop.",Weekly.,Weekly.,I'm equally confident now.,,,,,I am not using the tools I learned.,,Not sure.,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,I don't remember.,5
USA,Academic Research Staff,,,,,,,,,Library Sciences,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,Sharing code or data publicly on places like GitHub or FigShare.,,Several times per year.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,10
Australia,Postdoc,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,,R,,,Unix Shell,,,Improving data management and project organization.,,,,,,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Monthly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,informal teaching of skills in work environment,Participated in an in-person short course.,,,,,Used non-Carpentry self-guided material.,,Yes.,10
Australia,Academic Research Staff,,,,,,Earth Sciences,,,,,,,,,2,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,,,I had not been using tools like these.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,8
USA,Undergraduate Student,,,,,,,,,,,,Physical Sciences,,,1,6 months - 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,,,,,,,,,,None,I had not been using tools like these.,I have not been using tools like these.,I'm more confident now.,,,,,,,,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,8
USA,Academic Research Staff,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,,,,,,,,,,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,,,,,Yes.,,,,,Agree,,,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,10
South Africa,Postdoc,,Agricultural or Environmental Sciences,,,,,,,,Life Sciences,Mathematics or Statistics,,,,1,More than 1 year ago,,Git,,,,,,,,Unix Shell,,,,,,,,,,,,None,Daily.,Daily.,I'm equally confident now.,,,,,I am not using the tools I learned.,,No.,Strongly disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,None,,,Participated in a Meetup.,,,,,Yes.,6
Canada,Industry,,Agricultural or Environmental Sciences,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Several times per year.,Monthly.,I'm more confident now.,They are improving my overall efficiency.,,,,,,Not sure.,Neutral,Strongly agree,Neutral,Disagree,Agree,Agree,Agree,,,,,,,,,,Participated in an in-person short course.,Participated in an online short course.,,,,,,Yes.,9
USA,Industry,,,,Business,,,Engineering,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,,,,,Reusing code.,,,,,Less than once per year.,Several times per year.,I'm more confident now.,,,They are improving my ability to manage data.,,,,No.,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Subscribed to the newsletter.,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,,,Yes.,9
USA,Industry,,,,Business,,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,,,Monthly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,No.,Agree,Strongly agree,Neutral,Neutral,Agree,Neutral,Agree,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,6
USA,Academic Research Staff,,,,,,Earth Sciences,,,,,,,,,,,,Git,,,,Python,,,SQL,Unix Shell,,,,,,,,,,,,,Daily.,Daily.,I'm equally confident now.,,,,,,did not feel the sections taught any of the skills well enough to meet any pf those goals,No.,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,Became a workshop helper.,,,,,,,,,Participated in a Meetup.,,,Used non-Carpentry self-guided material.,,No.,0
USA,,Programmer,,,,,,,,,,,Physical Sciences,,,1,More than 1 year ago,,Git,,,,,R,,,Unix Shell,,,,,,,,,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,,,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Subscribed to the newsletter.,,,,,,,,,,Participated in an online short course.,,,,Used non-Carpentry self-guided material.,,Yes.,10
USA,Graduate Student,,Agricultural or Environmental Sciences,,,,,,,,,Mathematics or Statistics,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,Teaching SWC and DC,Several times per year.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Became a workshop helper.,Became a Carpentry instructor.,,,,Contributed to a Carpentry lesson.,,Participated in an in-person short course.,,Participated in a Meetup.,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,9
Canada,Industry,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,,R,,,,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Weekly.,Daily.,I'm more confident now.,,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,,,Became a workshop helper.,,,,,,,,,,,,,,Yes.,9
