Date,WhenTaking,MemberSite,MemberSiteOther,UniqueID,InformationReasonableTime,AtmosphereWelcoming,LearnedSkills,Material,Recommend,Worth,Pace,HandsOn,TrainersClearAnswers,TrainersConsiderate,TrainersCommunicators,TrainersEnthusiastic,NewInformation,LiveCodingPostAbility,WebsitePostAbility,ConceptMapsPostAbility,MCQPostAbility,LearningObjectivesPostAbility,KnowledgeFormativeAssessmentPost,KnowledgeFeedbackPost,KnowledgeNovicePost,KnowledgeHumanMemoryPost,KnowledgeCognitiveLoadPost,KnowledgeCarpentriesPost,KnowledgeMotivationStrategiesPost,MotivationFormativeAssessmentPost,MotivationFeedbackPost,MotivationNovicePost,MotivationHumanMemoryPost,MotivationCognitiveLoadPost,MotivationCarpentriesPost,MotivationMotivationStrategiesPost,CompleteTraining,CompleteTrainingOther,LikelyToRecommend,Workshop ID
8/29/18 16:12,"I have just completed the training, and am taking it at the event",AUG 28-29 (Online),,2onlar,Disagree,Strongly Agree,Strongly Agree,Agree,,Agree,Slightly fast,Slightly too much lecture,Often,All of the time,All of the time,All of the time,Most of it,Moderately able,Moderately able,Moderately able,Moderately able,Moderately able,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Much more motivated,More motivated,More motivated,No change in motivation,No change in motivation,More motivated,Much more motivated,"Yes, I understand",,8,
8/29/18 16:11,"I have just completed the training, and am taking it at the event",AUG 28-29 (Online),,1mecas,Agree,Neither Agree nor Disagree,Agree,Agree,,Agree,Slightly slow,Slightly too much hands-on,Often,Often,Often,Often,About half of it,Moderately able,Moderately able,Extremely able,Moderately able,Extremely able,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,"Yes, I understand",,7,
8/29/18 16:12,"I have just completed the training, and am taking it at the event",AUG 28-29 (Online),,4chaan,Strongly Agree,Strongly Agree,Agree,Agree,,Agree,Just right,Slightly too much hands-on,All of the time,All of the time,All of the time,All of the time,Most of it,Extremely able,Extremely able,Extremely able,Extremely able,Extremely able,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,"Yes, I understand",,10,
8/29/18 16:10,"I have just completed the training, and am taking it at the event",AUG 28-29 (Online),,3glnol,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,,Strongly Agree,Slightly fast,Slightly too much hands-on,All of the time,All of the time,All of the time,All of the time,About half of it,Moderately able,Extremely able,Neutral,Moderately able,Moderately able,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,More motivated,More motivated,More motivated,More motivated,More motivated,Much more motivated,More motivated,"Yes, I understand",,7,
8/29/18 16:11,"I have just completed the training, and am taking it at the event",AUG 28-29 (Online),,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,Neutral,Slightly able,Neutral,Moderately able,Neutral,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,More motivated,More motivated,More motivated,More motivated,No change in motivation,More motivated,More motivated,"Yes, I understand",,8,
8/29/18 16:10,"I have just completed the training, and am taking it at the event",AUG 28-29 (Online),,0lakin,Agree,Agree,Agree,Neither Agree nor Disagree,,Neither Agree nor Disagree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Some of it,Moderately able,Slightly able,Slightly able,Extremely able,Moderately able,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,"Yes, I understand",,7,
8/29/18 16:12,"I have just completed the training, and am taking it at the event",AUG 28-29 (Online),,1sawas,Disagree,Agree,Strongly Agree,Agree,,Agree,Slightly fast,Balanced (lecture/hands-on),Often,Often,Often,Often,Some of it,Neutral,Extremely able,Extremely able,Extremely able,Neutral,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,More motivated,More motivated,More motivated,No change in motivation,No change in motivation,Much more motivated,Much more motivated,Could use some more details,,8,
8/29/18 16:21,"I have just completed the training, and am taking it at the event",AUG 28-29 (Online),,2necla,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Slightly fast,Too much lecture,All of the time,All of the time,All of the time,All of the time,About half of it,Extremely able,Moderately able,Slightly able,Moderately able,Extremely able,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,More motivated,More motivated,Much more motivated,Much more motivated,Much more motivated,No change in motivation,More motivated,Could use some more details,,8,
8/29/18 16:12,"I have just completed the training, and am taking it at the event",AUG 28-29 (Online),,2tegre,Agree,Agree,Agree,Agree,,Agree,Slightly slow,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,About half of it,Moderately able,Extremely able,Moderately able,Moderately able,Moderately able,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,More motivated,No change in motivation,No change in motivation,No change in motivation,More motivated,More motivated,More motivated,"Yes, I understand",,6,
8/29/18 16:13,"I have just completed the training, and am taking it at the event",AUG 28-29 (Online),,1iseas,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Slightly slow,Slightly too much lecture,Often,All of the time,Sometimes,All of the time,Most of it,Moderately able,Extremely able,Moderately able,Moderately able,Moderately able,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,More motivated,Much more motivated,More motivated,More motivated,More motivated,More motivated,Much more motivated,"Yes, I understand",,10,
8/29/18 15:59,"I have just completed the training, and am taking it at the event",AUG 28-29 (Online),,3tovil,Agree,Agree,Agree,Agree,,Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,Moderately able,Moderately able,Moderately able,Moderately able,Moderately able,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,"Yes, I understand",,9,instructor-training
8/28/18 12:26,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,Aug 18-19 Online,2cuson,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,Moderately able,Extremely able,Moderately able,Neutral,Moderately able,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,More motivated,Much more motivated,Much more motivated,Much more motivated,More motivated,Much more motivated,More motivated,"Yes, I understand",,10,
8/25/18 11:17,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,Aug 18-19 Online,1xacui,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,Moderately able,Moderately able,Moderately able,Slightly able,Moderately able,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,More motivated,More motivated,No change in motivation,No change in motivation,No change in motivation,More motivated,More motivated,"Yes, I understand",,10,
8/25/18 9:21,"I have just completed the training, and am taking it at the event",My training event is not listed,Aug 18-19 Online,0ri24m,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,Moderately able,Neutral,Neutral,Moderately able,Moderately able,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,Could use some more details,,10,
8/24/18 13:04,"I have recently completed the training, and am taking it after I left the event",AUG 16-17 (Online),,1riago,Agree,Agree,Strongly Agree,Agree,,Agree,Slightly fast,Balanced (lecture/hands-on),All of the time,All of the time,Often,All of the time,Most of it,Moderately able,Moderately able,Moderately able,Moderately able,Moderately able,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,More motivated,Much more motivated,Much more motivated,More motivated,More motivated,More motivated,Much more motivated,"Yes, I understand",,10,
8/24/18 10:03,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,2018-08-18-ttt-LatinAmerica,1mavil,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,Moderately able,Moderately able,Moderately able,Moderately able,Moderately able,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,More motivated,"Yes, I understand",,10,
8/24/18 1:01,"I have just completed the training, and am taking it at the event",AUG 23-24 (Otago),,8nabus,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,Neutral,Neutral,Neutral,Slightly able,Slightly able,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,More motivated,More motivated,More motivated,Much more motivated,Much more motivated,Much more motivated,Much more motivated,"Yes, I understand",,8,2018-08-23-ttt-otago
8/28/18 18:34,"I have just completed the training, and am taking it at the event",AUG 23-24 (Otago),,0moque,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,,Agree,Slightly slow,Slightly too much lecture,Often,Often,Often,All of the time,Some of it,Extremely able,Moderately able,Extremely able,Moderately able,Extremely able,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,Slightly less motivated,No change in motivation,"Yes, I understand",,8,
